21,Maruti S Cross DDiS 200 Alpha,2015,55392,4,0,2,23.65,1248,88.5,5,18210.373896559435,10081.5
22,Audi A6 2011-2015 35 TFSI Technology,2015,55985,3,1,1,13.53,1984,177.01,5,46183.64159779459,28717.0
23,Hyundai i20 1.2 Magna,2010,45807,3,0,1,18.5,1197,80.0,5,6507.459277944335,2285.1400000000003
24,Volkswagen Vento Petrol Highline AT,2010,33000,3,1,1,14.4,1598,103.6,5,8305.085661367972,3482.7000000000003
25,Honda City Corporate Edition,2012,51920,3,0,1,16.8,1497,116.3,5,10873.123351973165,5193.5
26,Nissan Micra Diesel XV,2012,54000,4,0,1,23.08,1461,63.1,5,10873.123351973165,5193.5
27,Maruti Alto K10 2010-2014 VXI,2013,54000,3,0,2,20.92,998,67.1,5,8121.654397753314,3360.5
28,Honda WRV i-VTEC VX,2018,37430,3,0,1,17.5,1199,88.7,5,12916.54,12097.800000000001
29,Toyota Innova 2.5 V Diesel 7-seater,2007,262000,4,0,4,12.8,2494,102.0,7,10414.545192936523,4888.0
30,Renault Duster 110PS Diesel RxZ Pack,2013,62000,4,0,1,19.01,1461,108.45,5,17293.21757848615,9470.5
31,Toyota Corolla Altis G,2012,87615,3,0,1,14.53,1798,138.1,5,15458.904942339583,8248.5
32,Mahindra Ssangyong Rexton RX7,2013,72000,4,1,2,11.18,2696,184.0,7,26006.202600182347,15275.0
33,Audi A6 2.7 TDI,2010,35000,4,1,1,12.4,2698,179.5,5,24171.889964035778,14053.0
34,Volkswagen Vento 1.6 Highline,2014,55431,3,0,2,16.09,1598,103.5,5,15067.26,8529.560000000001
35,Maruti Wagon R LXI BSIII,2009,83816,3,0,2,14.0,1061,64.0,5,6470.773025221403,2260.7000000000003
36,Maruti Vitara Brezza ZDi Plus,2018,50075,4,0,1,24.3,1248,88.5,5,13588.64,10545.86
37,Mahindra KUV 100 mFALCON G80 K6 5str AW,2017,52000,3,0,1,18.15,1198,82.0,5,11973.710933661105,5926.7
38,Mercedes-Benz M-Class ML 350 CDI,2013,85000,4,1,1,11.74,2987,254.8,5,54438.04846045414,34216.0
39,Volkswagen Polo Diesel Trendline 1.2L,2013,62000,4,0,1,22.07,1199,73.9,5,12248.85782908309,6110.0
40,Maruti Alto LXi,2008,90000,3,0,2,19.7,796,46.3,5,5370.185443533463,1527.5
41,Tata Nano LX SE,2014,19698,3,0,1,25.4,624,37.5,4,5883.792981654501,1869.66
42,Mahindra KUV 100 mFALCON D75 K8 Dual Tone,2017,22033,4,0,1,25.32,1198,77.0,6,13312.7591580481,6818.76
43,Hyundai i20 Magna Optional 1.2,2014,35487,3,0,1,18.5,1197,82.9,5,11771.936543684984,5792.280000000001
44,Hyundai Elantra 2.0 SX Option AT,2014,46374,3,1,1,14.62,1999,149.92,5,28888.08,10814.699999999999
45,Toyota Corolla Altis G AT,2016,52001,3,1,1,14.28,1798,138.03,5,21622.19539979205,12354.42
46,Hyundai Elantra CRDi,2008,58005,4,0,2,14.9,1991,112.2,5,10873.123351973165,5193.5
47,Toyota Innova Crysta 2.7 GX MT,2012,70704,3,0,1,11.25,2694,163.7,7,22778.08,13380.9
48,Hyundai Xcent 1.1 CRDi S,2014,75000,4,0,1,24.4,1120,71.0,5,10139.398297514537,4704.7
49,Mahindra Thar CRDe AC,2012,75800,4,0,2,16.55,2498,105.0,6,13166.014147156375,6721.0
50,Audi A4 2.0 TDI 177 Bhp Premium Plus,2015,13648,4,1,1,17.11,1968,174.33,5,42386.61444097119,26187.46
51,Maruti Swift LDI,2014,52000,4,0,1,22.9,1248,74.0,5,10873.123351973165,5193.5
52,Maruti Swift Ldi BSIV,2014,53000,4,0,1,17.8,1248,75.0,5,9130.526347633924,4032.6
53,Maruti Swift VDI,2013,65650,4,0,1,28.4,1248,74.0,5,10139.398297514537,4704.7
54,Hyundai Grand i10 Sportz,2015,54000,3,0,3,18.9,1197,82.0,5,9680.820138477895,4399.2
55,Volkswagen Vento 2013-2015 1.6 Comfortline,2015,39000,3,0,1,15.04,1598,103.2,5,10396.202066575057,4875.780000000001
56,Renault KWID RXT,2017,16542,3,0,1,25.17,799,53.3,5,9130.526347633924,4032.6
57,Hyundai i10 Asta,2010,32000,3,0,1,20.36,1197,78.9,5,6874.321805173648,2529.54
58,Nissan X-Trail SLX AT,2010,121812,4,1,1,13.29,1995,147.6,5,17293.21757848615,9470.5
59,Maruti Zen Estilo VXI BSIII,2010,39300,3,0,1,18.2,998,67.1,5,7204.49807968003,2749.5
60,Toyota Innova Crysta 2.4 GX MT 8S,2017,22000,4,0,1,13.68,2393,147.8,8,23633.48,20163.0
61,Ford Figo Diesel Titanium,2010,72000,4,0,1,20.0,1399,68.0,5,8121.654397753314,3360.5
62,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2015,58000,3,1,1,11.74,1796,186.0,5,52053.4420334636,32627.399999999998
63,Mercedes-Benz New C-Class 200 CDI Classic,2011,65000,4,0,2,15.8,2148,170.0,5,21420.421009815927,12220.0
64,Tata Indica V2 eLS,2016,178000,4,0,1,25.0,1396,69.0,5,7663.0762387166715,3055.0
65,Audi A4 2.0 TDI Multitronic,2012,65664,4,1,1,16.55,1968,140.0,5,27840.515236328913,16497.0
66,Honda City ZX CVT,2007,63000,3,1,2,16.4,1497,78.0,5,6470.773025221403,2260.7000000000003
67,Mercedes-Benz C-Class Progressive C 220d,2019,15369,4,1,1,18.386848433242506,1950,194.0,5,60049.08,43588.740000000005
68,Maruti Ertiga SHVS VDI,2016,63000,4,0,1,24.52,1248,88.5,7,18026.94263294478,9959.300000000001
69,Hyundai Creta 1.4 E Plus Diesel,2018,13000,4,0,1,22.1,1396,88.7,5,14431.82,12831.0
70,Porsche Cayenne 2009-2014 Turbo,2008,73000,3,1,1,8.5,4806,500.0,5,29674.827872475482,17719.0
71,Mahindra XUV500 W8 4WD,2015,55729,4,0,1,15.1,2179,140.0,7,20778.41158716463,11792.300000000001
72,Hyundai i10 Sportz 1.2 AT,2012,45178,3,1,1,16.95,1197,78.9,5,9460.702622140308,4252.56
73,Nissan Terrano XV D Pre,2015,56066,4,0,1,19.64,1461,108.5,5,20346.3,8456.24
74,Honda Brio VX AT,2016,37300,3,1,2,16.5,1198,86.8,5,14926.95427785708,7894.12
75,Audi A6 2.0 TDI Design Edition,2014,56000,4,1,2,18.53,1968,187.74,5,57189.517414673996,36049.0
77,Toyota Innova 2.0 G1,2006,230000,3,0,3,12.4,1998,132.0,8,11331.701511009807,5499.0
78,Toyota Innova 2.5 VX 7 STR BSIV,2012,104000,4,0,1,12.8,2494,102.0,7,24630.46812307242,14358.5
80,Maruti Swift VDI,2012,95100,4,0,1,22.9,1248,74.0,5,9955.96703389988,4582.5
81,Tata Zest Revotron 1.2T XE,2017,70000,3,0,1,17.57,1193,88.7,5,8150.74,5499.0
82,Honda Amaze SX i-VTEC,2016,54944,3,0,1,18.0,1198,86.7,5,11918.681554576708,5890.04
83,Ford Figo Diesel ZXI,2012,70337,4,0,1,20.0,1399,68.0,5,8213.370029560641,3421.6
84,Maruti Ritz VDi,2013,99638,4,0,1,23.2,1248,73.94,5,8782.006946766078,3800.42
85,Honda City i VTEC E,2009,52000,3,0,1,17.8,1497,117.3,5,9038.810715826598,3971.5
86,BMW 5 Series 2003-2012 525d,2011,75000,4,1,2,16.73,1995,218.0,5,28574.24029078754,16985.8
87,Hyundai i10 Sportz 1.2,2009,95980,3,0,1,20.36,1197,78.9,5,7204.49807968003,2749.5
88,Hyundai Grand i10 Sportz,2016,16000,3,0,1,18.9,1197,82.0,5,13624.592306193015,7026.5
90,Honda Amaze SX i-VTEC,2016,18949,3,0,1,17.8,1198,86.7,5,12248.85782908309,6110.0
91,Toyota Fortuner 4x2 Manual,2014,107000,4,0,1,13.0,2982,168.5,7,33343.45314476862,20163.0
92,Audi A6 2011-2015 35 TDI Premium,2018,48367,4,1,1,17.68,1968,174.33,5,75679.38878703138,48366.759999999995
93,Ford Ecosport 1.5 DV5 MT Titanium Optional,2013,57000,4,0,1,22.7,1498,89.84,5,13166.014147156375,6721.0
94,Mahindra XUV500 W8 2WD,2014,58000,4,0,1,15.1,2179,140.0,7,17935.22700113745,9898.199999999999
95,Honda Amaze SX i-DTEC,2015,30000,4,0,1,25.8,1498,98.6,5,9497.388874863238,4277.0
96,Volkswagen Polo Diesel Highline 1.2L,2013,34212,4,0,1,22.07,1199,73.9,5,8195.026903199177,3409.38
97,Hyundai Verna Transform SX VGT CRDi,2010,70002,4,0,1,16.2,1493,110.0,5,9405.673243055911,4215.900000000001
98,Maruti Wagon R VXI BS IV,2016,62000,3,0,1,18.9,998,67.1,5,11239.985879202479,5437.900000000001
99,Volkswagen Polo Petrol Highline 1.6L,2010,62001,3,0,1,15.26,1598,103.5,5,7938.223134138656,3238.2999999999997
100,Hyundai i20 1.4 CRDi Sportz,2011,78958,4,0,2,23.0,1396,90.0,5,10047.682665707209,4643.599999999999
101,Hyundai i20 Asta 1.2,2014,30180,3,0,1,18.5,1197,82.85,5,11606.848406431793,5682.3
102,Datsun GO Plus T Petrol,2017,32851,3,0,1,19.83,1198,67.0,7,7881.900000000001,4826.900000000001
103,Audi A4 3.0 TDI Quattro Premium,2010,30000,4,1,1,14.94,2967,241.4,5,21053.558482586614,11975.6
104,Hyundai i20 2015-2017 Asta,2009,66000,3,0,2,17.0,1197,80.0,5,8029.938765945985,3299.4
105,Maruti Omni 5 Str STD,2010,93850,3,0,1,14.0,796,35.0,5,7497.98810146348,2945.02
106,Toyota Etios Liva 1.2 G,2014,53000,3,0,1,17.71,1197,78.9,5,7833.02,4765.8
107,Jaguar XF 3.0 Litre S Premium Luxury,2011,78000,4,1,2,14.74,2993,270.9,5,47100.79791586787,29328.0
108,Mahindra XUV500 W8 2WD,2012,65000,4,0,2,16.0,2179,140.0,7,13624.592306193015,7026.5
109,Hyundai Verna 1.6 SX CRDI (O) AT,2014,40000,4,1,1,22.32,1582,126.32,5,12707.435988119732,6415.5
110,Toyota Innova Crysta 2.8 ZX AT,2017,30000,4,1,1,11.36,2755,171.5,7,32994.0,23523.5
111,Maruti Eeco 5 Seater AC,2017,38053,3,0,1,15.1,1196,73.0,5,6268.86,4778.02
112,Tata Nano Twist XT,2014,25500,3,0,1,25.4,624,37.5,4,7021.066816065373,2627.2999999999997
113,BMW 3 Series 320d Luxury Line,2015,56087,4,1,1,22.69,1995,190.0,5,66513.46,25356.5
114,Honda Civic 2006-2010 1.8 V MT,2010,71088,3,0,1,13.5,1799,130.0,5,9222.241979441254,4093.7000000000003
115,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,55000,4,0,1,12.99,2494,100.6,7,23456.50803593862,13576.42
116,Volvo V40 Cross Country D3,2014,32700,4,1,1,23.3,1984,150.0,5,39763.5473712816,24440.0
117,Nissan Micra XV CVT,2016,39882,3,1,1,19.15,1198,75.94,5,11621.22,8004.099999999999
118,BMW 5 Series 2010-2013 525i,2009,128000,3,1,1,10.8,2497,215.0,5,15917.483101376225,8554.0
119,Maruti Vitara Brezza VDi,2016,55000,4,0,1,24.3,1248,88.5,5,12171.12,9165.0
121,Mercedes-Benz B Class B200 CDI,2014,53753,4,1,2,15.0,2143,107.3,5,33802.031303805255,20468.5
122,Hyundai Verna CRDi 1.6 SX Option,2018,10250,4,0,1,22.0,1582,126.2,5,17645.68,13380.9
123,Maruti Wagon R LXI BS IV,2011,43874,3,0,1,18.9,998,67.1,5,7571.360606909343,2993.9
124,Tata Nano XTA,2017,32684,3,1,1,21.9,624,37.48,4,9002.124463103666,3947.06
125,Mahindra Scorpio VLX,2014,42000,4,0,1,12.05,2179,120.0,8,17293.21757848615,9470.5
126,Mercedes-Benz New C-Class 200 K AT,2009,28352,3,1,1,11.7,1796,178.0,5,20228.117796320657,11425.699999999999
127,Maruti Wagon R LXI CNG,2013,89900,1,0,1,37.24,998,58.16,5,9038.810715826598,3971.5
128,Honda CR-V 2.4 MT,2007,47700,3,0,2,10.8,2354,152.0,5,12707.435988119732,6415.5
129,Volkswagen Vento 1.5 TDI Comfortline AT,2015,55000,4,1,1,21.21,1498,103.2,5,16376.061260412867,8859.5
130,Maruti Ciaz VXi Plus,2017,44285,3,0,1,20.73,1373,91.1,5,16779.610040365114,9128.34
131,Mahindra XUV500 AT W10 FWD,2016,54000,4,1,1,16.0,2179,140.0,7,27381.937077292274,16191.5
132,Maruti Ritz VXI ABS,2016,30232,3,0,1,21.1,1197,85.8,5,13734.65106436181,7099.82
133,Maruti Alto K10 VXI,2014,88500,3,0,1,24.07,998,67.1,5,5535.66,3177.2000000000003
134,Mercedes-Benz SLC 43 AMG,2017,13372,3,1,1,19.0,2996,362.07,2,116138.88,65988.0
135,Hyundai Verna VTVT 1.6 AT SX Plus,2019,12645,3,1,1,17.0,1591,121.3,5,16484.78,14053.0
136,Maruti Alto LXi BSIII,2010,94385,3,0,2,19.7,796,46.3,5,6012.194866184761,1955.2
137,BMW 1 Series 118d Base,2015,31821,4,1,1,20.58,1995,143.0,5,34664.15824279415,21042.84
138,Honda Jazz 1.2 V CVT i VTEC,2015,12000,3,1,1,19.0,1199,88.7,5,14083.170465229658,7332.0
139,Honda Civic 2006-2010 1.8 V MT,2012,88578,3,0,1,13.5,1799,130.0,5,10322.829561129194,4826.900000000001
140,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2014,44965,4,1,1,19.27,2143,170.0,5,36003.20646718114,21934.899999999998
141,Honda Amaze SX i-DTEC,2014,45044,4,0,1,25.8,1498,98.6,5,9864.251402092554,4521.400000000001
142,Maruti Swift VVT VXI,2016,34204,3,0,1,22.0,1197,81.8,5,13037.612262626115,6635.46
144,Toyota Fortuner 3.0 Diesel,2012,91235,4,0,1,11.5,2982,171.0,7,27822.172109967447,16484.78
145,Chevrolet Beat LT Option,2014,38800,3,0,1,18.6,1199,76.8,5,8305.085661367972,3482.7000000000003
146,Skoda Rapid 1.5 TDI Elegance,2013,83000,4,0,1,21.14,1498,103.52,5,11790.279670046448,5804.5
147,Maruti Ciaz 1.4 Alpha,2018,41283,3,0,1,20.73,1373,91.1,5,21236.989746201274,12097.800000000001
148,Audi RS5 Coupe,2013,23000,3,1,1,11.05,2894,444.0,4,156416.0,45214.0
149,BMW 3 Series Luxury Line,2014,48000,4,1,1,21.76,1995,190.0,5,74395.36,32383.0
150,Audi A4 2.0 TDI 177 Bhp Premium Plus,2015,48214,4,1,1,17.11,1968,174.33,5,45853.465323288205,28497.04
151,Maruti Swift VDI,2016,35000,4,0,1,22.9,1248,74.0,5,14541.7486242663,7637.5
152,Mercedes-Benz S Class 2005 2013 S 500,2010,35277,3,1,1,7.81,5461,362.9,5,58106.67373274728,36660.0
153,Skoda Rapid 1.5 TDI AT Elegance Plus Black Package,2016,54620,4,1,1,21.66,1498,103.52,5,21163.617240755408,12048.92
154,Skoda Superb Elegance 2.0 TDI CR AT,2012,136997,4,1,1,17.2,1968,138.1,5,18668.952055596077,10387.0
155,Hyundai EON Magna Plus,2019,14322,3,0,1,21.1,814,55.2,5,10836.437099250234,5169.06
156,Volkswagen Polo Diesel Trendline 1.2L,2012,65634,4,0,1,22.07,1199,73.9,5,9497.388874863238,4277.0
157,Datsun GO NXT,2016,6000,3,0,1,20.63,1198,67.06,5,7663.0762387166715,3055.0
158,Honda Brio S MT,2013,33280,3,0,1,19.4,1198,86.8,5,7461.301848740549,2920.58
159,Mercedes-Benz B Class B180,2013,29000,3,1,1,14.8,1595,120.7,5,23713.311804999135,13747.5
160,Honda City i DTEC V,2015,42831,4,0,1,26.0,1498,98.6,5,16119.257491352348,8688.42
161,Toyota Innova 2.5 G (Diesel) 7 Seater,2016,90000,4,0,1,12.99,2494,100.6,7,23071.30238234784,13319.800000000001
162,Maruti Swift VXI Optional,2017,24005,3,0,1,20.4,1197,81.8,5,14450.032992458971,7576.400000000001
163,Mahindra XUV500 W8 2WD,2012,32792,4,0,1,15.1,2179,140.0,7,17568.364473908136,9653.800000000001
164,Ford Ecosport 1.5 DV5 MT Ambiente,2014,147898,4,0,1,22.7,1498,89.84,5,11184.956500118082,5401.24
165,Toyota Fortuner 4x2 Manual,2012,131765,4,0,1,13.0,2982,168.5,7,27840.515236328913,16497.0
166,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2013,65000,4,1,1,21.5,1498,108.5,5,14541.7486242663,7637.5
167,Ford Figo Diesel Titanium,2010,66123,4,0,2,20.0,1399,68.0,5,6929.351184258045,2566.2000000000003
168,BMW X5 xDrive 30d,2015,41000,4,1,1,15.3,2993,258.0,5,85621.36327494579,54990.0
169,Mercedes-Benz New C-Class C 220 CDI Style,2017,23550,4,1,1,19.27,2143,167.62,5,64820.25798104371,41132.52
170,Honda Brio V MT,2012,45000,3,0,2,19.4,1198,86.8,5,9772.535770285223,4460.3
171,Hyundai i10 Magna 1.2,2013,60000,3,0,1,20.36,1197,78.9,5,8121.654397753314,3360.5
172,Mercedes-Benz GLC 220,2016,44414,4,1,1,17.9,2143,170.0,5,81035.58168457937,51935.0
173,Hyundai Grand i10 1.2 Kappa Asta,2019,1000,3,0,1,18.9,1197,81.86,5,9030.58,7943.0
174,Audi A6 2011-2015 2.0 TDI Premium Plus,2012,62500,4,1,2,17.68,1968,174.33,5,37929.23473513503,23218.0
175,Volkswagen Vento Petrol Highline AT,2013,21000,3,1,2,14.4,1598,103.6,5,11239.985879202479,5437.900000000001
176,Mini Countryman Cooper D,2017,8525,4,1,2,16.6,1998,112.0,5,45266.4852797213,28106.0
177,Hyundai i20 Asta 1.4 CRDi,2014,29000,4,0,1,22.54,1396,88.73,5,18393.805160174088,10203.699999999999
178,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,40000,4,1,1,17.68,1968,174.33,5,45174.76964791397,28044.899999999998
179,Chevrolet Beat Diesel LT,2012,88000,4,0,1,25.44,936,57.6,5,5828.763602570104,1833.0
180,Skoda Superb Elegance 1.8 TSI AT,2012,53537,3,1,1,13.7,1798,157.75,5,15715.708711400102,8419.58
181,Ford Fiesta 1.4 TDCi EXI Limited Edition,2006,216000,4,0,2,17.8,1399,68.0,5,5737.047970762776,1771.8999999999999
182,BMW 5 Series 520d Luxury Line,2014,51000,4,1,1,22.48,1995,190.0,5,84892.34,40937.0
183,Chevrolet Optra Magnum 1.6 LS BS3,2007,118500,3,0,1,12.9,1598,102.5,5,5370.185443533463,1527.5
184,Volkswagen Polo Diesel Highline 1.2L,2012,63000,4,0,1,22.07,1199,73.9,5,10781.407720165837,5132.400000000001
185,Renault Lodgy 110PS RxZ 8 Seater,2015,25000,4,0,1,19.98,1461,108.5,8,15458.904942339583,8248.5
186,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,37382,4,1,1,13.0,2143,201.1,5,61775.29900504041,39104.0
187,Maruti Baleno Alpha,2017,24773,3,0,1,21.4,1197,83.1,5,10729.16,9165.0
188,Hyundai Verna 1.6 SX,2012,62000,4,0,1,22.32,1582,126.32,5,11515.132774624462,5621.2
189,Hyundai i10 Magna 1.1,2017,52340,3,0,1,19.81,1086,68.05,5,10487.917698382385,4936.88
190,Mahindra Scorpio 1.99 S10 4WD,2016,56739,4,0,1,15.4,1997,120.0,7,21989.057927021364,12598.82
191,Land Rover Range Rover 2.2L Dynamic,2018,36091,4,1,1,12.7,2179,187.7,5,105358.56723988286,68138.72
192,Ford Figo Diesel ZXI,2010,120000,4,0,1,20.0,1399,68.0,5,7846.507502331328,3177.2000000000003
193,Maruti Ertiga ZDI,2016,33000,4,0,1,25.47,1248,88.5,7,15568.28,10387.0
195,Honda Amaze S i-Dtech,2014,52000,4,0,1,25.8,1498,98.6,5,9497.388874863238,4277.0
196,Hyundai i10 Magna,2015,43571,3,0,1,20.36,1197,78.9,5,9589.104506670566,4338.099999999999
197,Honda Amaze S i-Dtech,2013,50000,4,0,1,25.8,1498,98.6,5,9038.810715826598,3971.5
198,Skoda Laura Ambiente,2008,113000,4,0,1,17.5,1896,106.0,5,11331.701511009807,5499.0
199,Renault Duster 85PS Diesel RxL,2014,90000,4,0,1,19.87,1461,83.8,5,12890.86725173439,6537.7
200,Mahindra NuvoSport N6,2017,29000,4,0,2,17.45,1493,100.0,7,12855.439999999999,7943.0
201,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,20000,4,0,1,24.3,1248,88.5,5,14639.560000000001,10998.0
202,Hyundai i20 Asta Option 1.2,2016,61012,3,0,1,18.6,1197,81.83,5,14083.170465229658,7332.0
203,Skoda Fabia 1.4 MPI Ambiente,2009,87459,3,0,1,14.7,1390,85.0,5,8121.654397753314,3360.5
204,Tata Indigo eCS GLX,2010,70500,3,0,1,15.64,1193,64.1,5,5828.763602570104,1833.0
205,Audi Q3 2012-2015 35 TDI Quattro Premium Plus,2015,64103,4,1,1,15.73,1968,174.33,5,39580.116107666945,24317.8
206,Skoda Octavia Elegance 1.8 TSI AT,2014,76000,3,1,1,14.7,1798,177.5,5,21420.421009815927,12220.0
207,Toyota Etios Liva GD SP,2014,104000,4,0,1,23.59,1364,67.06,5,8580.232556789955,3666.0
209,Mercedes-Benz B Class B180,2014,37245,3,1,1,14.8,1595,120.7,5,25015.6737766632,14615.12
210,Honda Amaze S Diesel,2013,45000,4,0,1,27.4,1498,98.6,5,10435.88,3971.5
211,Hyundai Verna 1.6 SX,2012,117837,4,0,2,22.32,1582,126.32,5,11790.279670046448,5804.5
212,Renault Duster 85PS Diesel RxL Optional,2014,30000,4,0,1,20.46,1461,83.8,5,13991.454833422331,7270.900000000001
213,Hyundai Creta 1.6 VTVT S,2015,27057,3,0,2,15.29,1591,121.3,5,18026.94263294478,9959.300000000001
214,Maruti Wagon R AMT VXI,2016,8500,3,1,1,20.51,998,67.0,5,10818.093972888768,5156.84
215,Mercedes-Benz New C-Class C250 Avantgarde,2010,30500,3,1,1,11.74,1796,186.0,5,22337.577327889212,12831.0
216,Audi A8 L 3.0 TDI quattro,2012,56000,4,1,1,11.8,2967,246.7,5,85621.36327494579,54990.0
217,Hyundai i10 Magna 1.1,2012,44000,3,0,2,19.81,1086,68.05,5,8396.801293175298,3543.7999999999997
218,Skoda Rapid 1.6 MPI AT Style Black Package,2017,10500,3,1,1,14.3,1598,103.52,5,19402.677110054705,10875.800000000001
219,Skoda Superb Style 1.8 TSI AT,2017,26000,3,1,1,14.67,1798,177.46,5,41034.759999999995,31772.0
220,Hyundai i20 Active 1.2 SX,2018,25166,3,0,1,17.19,1197,81.86,5,18155.344517475038,10044.84
221,Honda Amaze VX i-DTEC,2014,64000,4,0,2,25.8,1498,98.6,5,9497.388874863238,4277.0
222,Maruti Wagon R LXI,2004,61000,3,0,2,18.9,998,67.1,5,5370.185443533463,1527.5
223,Mahindra Verito 1.5 D4 BSIV,2013,107000,4,0,1,21.03,1461,65.0,5,11144.64,4521.400000000001
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,29161,4,1,1,19.27,2143,167.62,5,75367.55563888646,48159.02
225,Maruti Wagon R VXI,2013,32000,3,0,1,22.5,998,67.04,5,6464.38,3238.2999999999997
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,2015,46173,4,0,2,19.01,1461,108.5,5,19439.363362777636,10900.24
228,Mini Cooper Convertible S,2017,26327,3,1,1,16.82,1998,189.08,4,54110.16,43588.740000000005
230,Tata Indica V2 DLS BSII,2007,200000,4,0,2,17.2,1396,53.5,5,4636.460389074835,1038.7
231,Chevrolet Beat LT,2016,60813,3,0,2,18.6,1199,76.8,5,9167.212600356856,4057.04
232,Volkswagen Polo Diesel Comfortline 1.2L,2012,45000,4,0,1,22.07,1199,73.9,5,9680.820138477895,4399.2
233,Maruti Swift ZDi,2016,64000,4,0,1,22.9,1248,74.0,5,15550.620574146913,8309.6
234,Ford Figo Diesel EXI,2012,41284,4,0,1,20.0,1399,68.05,5,7663.0762387166715,3055.0
235,Toyota Innova Crysta 2.8 GX AT,2019,14165,4,1,1,11.36,2755,171.5,7,25344.28,24000.08
236,Hyundai Santa Fe 4x4 AT,2011,67000,4,1,2,11.72,2199,194.3,7,15917.483101376225,8554.0
237,Honda City i-VTEC V,2011,32572,3,0,1,17.4,1497,117.3,5,14346.28,4729.14
238,Hyundai i20 1.2 Magna Executive,2018,14960,3,0,1,18.6,1197,81.83,5,14578.434876989231,7661.94
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2015,55980,4,1,1,19.27,2143,167.62,5,36315.03961532605,22142.64
240,Chevrolet Beat Diesel LT,2013,74000,4,0,1,25.44,936,57.6,5,7938.223134138656,3238.2999999999997
241,Hyundai i20 Sportz 1.4 CRDi,2015,56847,4,0,1,22.54,1396,88.73,5,16284.345628605539,8798.4
242,Toyota Innova 2.5 Z Diesel 7 Seater,2015,121374,4,0,1,12.99,2494,100.6,7,29307.96534524617,17474.600000000002
243,Maruti Ertiga VDI,2013,52000,4,0,1,20.77,1248,88.76,7,15734.05183776157,8431.800000000001
244,Toyota Innova 2.5 V Diesel 7-seater,2014,118000,4,0,1,12.8,2494,102.0,7,22796.155486925854,13136.5
246,Honda City i VTEC V,2016,33915,3,0,1,17.8,1497,117.3,5,17916.883874775984,9885.98
247,BMW X1 sDrive20d,2014,82002,4,1,1,17.05,1995,184.0,5,37012.07841706175,22607.0
248,Hyundai Grand i10 CRDi Era,2017,33000,4,0,1,24.0,1120,70.0,5,11790.279670046448,5804.5
